"자치구명","생년월일","성별","동일세대_학령기인구수","동일세대_미취학아동수","직업군","세대주여부","1인가구여부","주택보유여부","대출여부","연체여부","사업자여부","동일세대_세대원_수","추정연소득","추정연소득_백분위","총자산평가금액","순자산평가금액","차량보유","주택보유건수","자가거주여부","주택보유건수_가구기준","자가거주여부_가구기준","총대출약정금액","총대출건수","총대출잔액","은행업종대출잔액","주택담보대출잔액","신용대출잔액","자동차대출잔액","LTV","가구단위_LTV","연체건수","연체금액","연체일수","주택담보대출분기상환금액","카드소비금액","신용카드소비금액","체크카드소비금액","일시불이용금액","할부이용금액","현금서비스이용금액","해외카드이용금액","생애최초주택구입연월","카드사_최근1년월평균_이용금액","온라인 카드사용 금액","오프라인 카드사용 금액","온라인_카드사용금액_백분위수","오프라인_카드사용금액_백분위수","사업체건수","사업자카드이용액","사업자대출잔액","연매출추정금액","가구_추정연소득","가구_총자산평가금액","가구_순자산평가금액","가구_차량보유수","가구_총대출약정금액","가구_대출건수","가구_총대출잔액","가구_대출연체건수","가구_카드연체건수","가구_대출연체금액","가구_카드연체금액","가구_신용카드소비금액","가구_체크카드소비금액"
"서초구",1973,"여",4,0,910,0,0,1,0,0,0,10,35000,36,2345350,2470830,0,1,3,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,16457,16457,0,9472,8515,0,0,201212,7,24233000,5496000,1,7,0,0,0,0,265000,12362690,12182130,0,520540,4,306001,0,0,0,0,25465,1369
"성북구",1955,"여",2,3,440,0,0,1,1,0,0,10,36000,34,1510000,1502620,1,1,1,3,1,320000,4,259429,180563,200000,0,0,0.11,0.03,0,0,0,1673,342,332,10,361,0,0,0,201704,NA,NA,NA,NA,NA,0,0,0,433000,238000,2942600,2942600,1,18980,2,46,0,0,0,0,31270,3744
"동작구",1989,"남",0,0,420,0,0,0,0,0,0,10,49000,15,403250,408720,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21190,869,20321,13356,0,0,9425,NA,NA,NA,NA,NA,NA,0,0,0,0,154480,2198390,2158390,0,23700,3,6004,0,0,0,0,4550,20930
"성북구",2008,"여",4,0,910,0,0,0,0,0,0,10,15000,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,148,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,173000,2402250,2400000,0,0,0,0,0,0,0,0,12453,4881
"서초구",1980,"남",3,1,420,0,0,0,0,0,0,10,42000,23,779040,770370,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,22,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,406350,9818190,9820320,1,165647,4,165647,0,0,0,0,97362,20930
"송파구",1968,"남",3,0,420,0,0,0,1,0,0,10,46000,18,666840,669340,0,0,3,1,3,92700,1,100000,99000,128088,0,0,0.04,0,0,0,0,2906,7389,7389,0,3798,0,0,403,NA,2,141000,1647000,77,34,0,0,0,0,223470,3112260,3239120,0,127200,4,66627,0,0,0,0,11484,1147
"강남구",1982,"남",2,1,910,0,0,0,0,0,0,10,32000,44,669190,669720,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,406350,3239120,3262130,2,1719000,7,1505554,0,0,0,0,72962,13175
"노원구",1966,"여",2,5,420,0,0,1,1,0,0,10,22000,78,1889520,1841470,0,1,3,3,3,10000,6,967,2328,0,400,0,0,0.06,0,0,0,0,2035,2035,0,446,1380,0,1346,202111,1,0,49000,100,93,0,1881,0,0,287030,13800360,13730486,1,817000,10,310175,0,0,0,0,69961,1931
"구로구",1943,"남",1,1,910,0,0,1,1,0,0,10,27000,60,633860,572780,0,1,3,0,0,60000,1,32941,28495,90000,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,198310,NA,NA,NA,NA,NA,0,0,0,0,313000,4284160,4200000,0,142800,3,126063,0,0,0,0,17767,1369
"관악구",1972,"남",5,0,420,0,0,0,0,0,0,10,33000,42,249270,246370,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,0,1342,1508,0,0,30,NA,1,39000,73000,90,90,0,0,0,0,155000,1108920,974490,1,130500,5,80000,0,0,0,0,15634,4516
"종로구",1946,"여",3,1,910,0,0,0,0,0,0,10,27000,60,442680,439530,0,0,3,0,3,0,0,0,71,0,0,0,0,0,0,0,0,0,5103,5103,0,5865,235,0,0,NA,1,0,0,100,100,0,0,0,0,176000,1576860,1558410,0,82200,6,106728,0,0,0,0,15634,7190
"관악구",1969,"여",3,0,510,0,0,0,0,0,0,10,29000,54,170000,161670,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,167000,541580,352570,1,288800,2,255843,0,0,0,0,11723,998
"관악구",1951,"여",3,1,910,0,0,1,0,0,0,10,25000,68,582300,550370,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201410,NA,NA,NA,NA,NA,0,0,0,0,152000,2042310,2109240,2,134450,11,66627,0,0,0,0,15634,11493
"영등포구",1971,"남",3,0,420,0,0,1,0,0,0,10,54000,12,1070000,1063570,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200611,NA,NA,NA,NA,NA,0,0,0,0,219720,6710000,6618730,1,523800,11,441529,0,0,0,0,21444,5367
"은평구",1990,"남",4,1,510,0,0,0,0,0,1,10,38870,29,196500,186800,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5418,186,5232,8598,0,0,567,NA,NA,NA,NA,NA,NA,1,0,0,774000,64000,490000,415290,0,50000,3,41061,0,0,0,0,13867,4646
"영등포구",1956,"남",2,2,420,0,0,0,0,0,0,10,31000,47,613690,600000,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8480,1724,6756,5970,168,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,159000,3865000,3905060,0,10000,1,0,0,0,0,0,6826,59878
"관악구",2000,"남",2,0,910,0,0,1,0,0,0,10,23000,74,800000,796400,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,1694,1629,0,0,24,201708,1,0,0,100,100,0,0,0,0,161000,1358120,1443960,0,30000,3,35474,0,0,0,0,12617,2591
"강서구",1980,"남",3,0,420,0,0,0,0,0,0,10,78000,5,104690,96190,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,402,338,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,174000,1222080,1221560,0,193100,3,179803,0,0,0,0,10229,2111
"송파구",1982,"남",4,2,910,0,0,0,0,0,0,10,30000,51,425300,425830,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,214000,2096230,2006230,0,287050,5,126078,0,0,0,0,19408,0
"동작구",1993,"남",0,5,910,0,0,0,0,0,0,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,215920,0,0,242070,1,186224,0,0,0,0,0,0
"성동구",1970,"여",1,0,510,0,0,0,0,0,0,10,41000,24,621710,653720,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,239680,4315000,4315000,0,43000,2,40550,0,0,0,0,6783,12957
"동대문구",2009,"여",5,0,910,0,0,0,0,0,0,10,15000,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,174,101,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,258920,1627920,1445020,0,0,0,0,0,0,0,0,2289,5401
"영등포구",1954,"남",1,2,910,0,0,0,0,0,0,10,21000,82,226660,230000,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,433,557,0,0,0,NA,1,0,0,100,100,0,0,0,0,238000,3149920,3262130,1,390265,2,60000,0,0,0,0,58165,3832
"중랑구",1998,"남",1,0,910,0,0,0,0,0,0,10,22000,78,116640,115870,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4940,0,4940,5355,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,127000,542450,531400,0,5000,1,0,0,0,0,0,5892,1642
"서초구",1995,"남",0,0,910,0,0,0,0,0,0,10,23000,74,1276630,1255910,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2863,1432,1431,3023,89,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,456000,5620330,5166170,1,165647,8,212582,0,0,0,0,189336,20930
"성동구",1951,"여",2,0,440,0,0,1,1,0,0,10,46000,18,1231660,1218750,0,1,3,2,3,4700,1,5000,0,0,0,0,0,0,0,0,0,0,232,227,5,205,0,0,0,201601,1,0,0,100,100,0,0,0,0,160800,1619920,1557920,0,134450,3,35475,0,0,0,0,23167,8736
"강서구",1975,"여",3,0,430,0,0,0,1,0,0,10,42000,23,540000,571610,0,0,3,1,1,13000,2,12290,6334,0,9770,0,0,0,0,0,0,0,2662,2452,210,2576,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,346750,2259660,2336820,2,70000,4,28913,0,0,0,0,42344,15038
"동대문구",1998,"여",2,0,910,0,0,0,0,0,0,10,24000,71,637010,645750,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,71,84,0,0,0,NA,1,0,0,100,100,0,0,0,0,225000,3443790,3382600,0,0,0,0,0,0,0,0,2289,421
"강남구",1959,"남",1,0,420,0,0,1,0,0,0,10,28000,57,900000,900000,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,1560,0,1462,0,0,0,200304,NA,NA,NA,NA,NA,0,0,0,0,90000,3342400,3365010,0,0,0,0,0,0,0,0,10130,0
"노원구",1942,"남",3,0,420,0,0,0,0,0,0,10,25000,68,600000,600000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,261120,5104860,4572590,0,817000,7,498324,0,0,0,0,69961,1573
"송파구",1979,"남",6,0,420,0,0,0,1,0,0,10,62000,8,666840,659280,0,0,3,1,3,30400,3,26500,5700,0,40550,0,0,0,0,0,0,0,17552,14095,3457,10970,0,0,0,NA,1,0,1000000,100,48,0,0,0,0,131690,1443960,1445150,0,60000,1,12293,0,0,0,0,7430,1778
"성북구",1981,"여",4,1,420,0,0,0,0,0,0,10,31000,47,318050,353160,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,577,472,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,278820,2913590,2913590,0,17700,1,0,0,0,0,0,18331,486
"서초구",1976,"여",4,0,510,0,0,1,1,0,0,10,49000,15,1825000,1771080,0,1,3,2,3,190000,2,165647,12853,60000,21290,0,0.02,0,0,0,0,1558,10026,8457,1569,3411,5270,0,0,201802,NA,NA,NA,NA,NA,0,0,0,0,406350,11755850,11755850,2,369300,10,289870,0,0,0,0,52555,6544
"강남구",1971,"여",3,1,510,0,0,0,0,0,1,10,44000,20,1415390,1298750,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26496,26496,0,36781,6968,0,0,NA,2,1332000,2017000,29,28,1,0,0,334000,271200,4787970,4572590,0,72800,8,80000,0,0,0,0,66394,3169
"동대문구",1970,"여",2,0,420,0,0,0,0,0,0,10,41000,24,449000,455000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6090,6090,0,2831,5013,0,257,NA,NA,NA,NA,NA,NA,0,0,0,0,265220,2773500,2534790,1,444000,2,340833,0,0,0,0,36801,0
"구로구",1973,"여",2,1,510,0,0,0,0,0,0,10,35000,36,130000,104140,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3981,682,3299,2980,0,0,82,NA,1,0,0,100,100,0,0,0,0,296000,5235250,5235250,0,0,0,0,0,0,0,0,17767,19623
"노원구",1949,"여",3,0,910,0,0,0,0,0,0,10,28000,57,600000,600000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,78000,2383010,2402250,1,0,0,0,0,0,0,0,542,11493
"종로구",1972,"남",0,1,510,0,0,1,0,0,0,10,134220,1,1861760,1371790,0,1,3,0,3,0,0,0,227,0,0,0,0,0,0,0,0,0,607,607,0,408,0,0,172,200508,NA,NA,NA,NA,NA,0,0,0,0,264000,6507870,6513100,0,45000,6,0,0,0,0,0,38584,2341
"송파구",1971,"여",0,5,420,0,0,0,0,0,0,10,31470,47,849400,855190,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9570,9525,45,6998,2000,0,882,NA,2,1400000,10671000,28,2,0,0,0,0,439780,3239120,2890710,1,310000,1,126078,0,0,0,0,97362,20930
"서초구",1974,"남",4,0,510,0,0,1,0,0,1,10,72000,6,1912000,1995000,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21309,21309,0,35768,0,0,0,201207,1,0,150000,100,84,1,0,0,1057000,265000,11186540,10624590,0,520540,4,511137,0,0,0,0,47076,230
"광진구",1977,"여",0,0,420,0,0,0,0,0,0,10,35000,36,377730,376780,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,361,361,0,309,0,0,0,NA,1,0,0,100,100,0,0,0,0,221000,7789340,8302352,1,992812,9,659550,0,0,0,0,12033,1034
"영등포구",1983,"남",0,0,420,0,0,0,0,0,0,10,44000,20,115870,119070,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,299000,5235250,5235250,1,721900,6,710486,0,0,0,0,38525,4970
"동대문구",1970,"남",2,0,420,0,0,0,0,0,0,10,36000,34,151530,151530,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,873,873,0,1165,0,0,1028,NA,1,403000,0,60,100,0,0,0,0,184000,1716210,1759290,0,132500,3,119624,0,0,0,0,11723,2417
"성동구",1951,"여",1,0,910,0,0,0,0,0,0,10,23000,74,151530,142070,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2865,2865,0,2218,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,239680,3810920,3776410,0,43000,2,41207,0,0,0,0,6783,14696
"서초구",1997,"여",0,0,910,0,0,0,0,0,0,10,22000,78,1200000,1113760,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,223000,5104860,4950000,0,721900,5,709479,0,0,0,0,69961,22436
"강남구",1983,"남",3,1,420,0,0,0,0,0,0,10,71000,6,340390,344580,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8622,8622,0,9015,0,0,0,NA,1,0,0,100,100,0,0,0,0,216000,3861770,3661770,0,697800,9,680854,0,0,0,0,31316,2777
"광진구",1973,"여",0,0,910,0,0,0,0,0,0,10,25000,68,465650,472480,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,560,503,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,458230,4446020,4434750,0,362900,3,194167,0,0,0,0,47288,3990
"강남구",1973,"여",3,1,420,0,0,1,1,0,0,10,42000,23,2760350,2759580,0,1,1,0,0,5000,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,142000,3176910,3104190,0,134450,14,35270,0,0,0,0,32225,1569
"강북구",2001,"여",2,0,910,0,0,0,1,0,0,10,20000,85,96190,97910,0,0,3,0,0,3000,1,1335,0,0,400,0,0,0,0,0,0,0,1310,0,1310,1128,0,6000,0,NA,1,0,573000,100,62,0,0,0,0,184000,1729640,1708330,0,0,0,0,0,0,0,0,5137,7628
"성동구",1997,"남",0,0,910,0,0,0,0,0,0,10,23000,74,1002090,976600,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0,826,826,0,0,0,NA,1,246000,511000,69,64,0,0,0,0,163000,2807990,2807990,0,5000,1,0,0,0,0,0,1365,617
"중구",2002,"남",0,0,910,0,0,0,0,0,0,10,NA,NA,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1557000,100,35,0,0,0,0,173000,1480700,1480700,0,139500,1,74958,0,0,0,0,35993,1816
"관악구",1952,"여",5,0,910,0,0,0,0,0,0,10,25000,68,249270,246660,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,2447,169,1739,0,0,0,NA,1,0,884000,100,51,0,0,0,0,160000,1222080,1221560,1,0,0,0,0,0,0,0,35989,998
"강동구",1960,"여",3,1,420,0,0,0,0,0,0,10,31000,47,292500,295680,0,0,3,3,1,0,0,0,0,0,0,0,0,0.03,0,0,0,0,4452,2714,1738,4363,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,172000,972180,997680,0,554913,8,470837,0,0,0,0,30962,3832
"영등포구",1969,"남",4,0,910,0,0,0,0,0,0,10,33000,42,318050,318050,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891,2238,653,2408,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,221000,2226350,2226350,1,130000,1,130000,0,0,0,0,32620,1188
"서초구",2006,"여",4,0,910,0,0,0,0,0,0,10,16000,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,502,0,502,459,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,223000,6181420,6111546,0,0,0,0,0,0,0,0,18331,4532
"강서구",1983,"여",2,1,420,0,0,0,1,0,0,10,32000,44,99870,97830,0,0,3,0,0,82640,8,80000,80000,0,0,0,0,0,0,0,0,0,5373,2750,2623,4154,0,1600,0,NA,NA,NA,NA,NA,NA,0,0,0,0,173000,1558410,1558410,2,61400,3,28913,0,0,0,0,11297,8854
"송파구",1951,"여",1,4,910,0,0,0,1,0,0,10,24000,71,882900,861100,0,0,3,2,0,70000,1,40550,70000,0,40550,0,0,0,0,0,0,0,4922,4489,433,6335,322,0,0,NA,2,1331000,2739000,29,20,0,0,0,0,279000,4787970,4756690,0,610700,5,470837,0,0,0,0,40815,3169
"강북구",1979,"여",4,1,420,0,0,0,0,0,0,10,51000,14,209070,203490,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8248,8248,0,7808,0,0,0,NA,1,0,0,100,100,0,0,0,0,64000,540390,398280,0,0,0,0,0,0,0,0,10886,74
"노원구",2002,"여",2,5,910,0,0,0,0,0,0,10,18000,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,173000,1774080,1705340,1,327900,3,306142,0,0,0,0,35993,11833
"송파구",1955,"여",0,2,420,0,0,1,0,0,0,10,30000,51,958850,941120,0,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5892,5892,0,4790,1388,0,0,201103,1,69000,49000,86,93,0,0,0,0,334490,3239120,3083190,1,310000,4,126078,0,0,0,0,21980,20321
"서초구",1953,"여",1,2,420,0,0,1,0,0,0,10,39000,28,1743360,1735070,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9371,9371,0,9225,941,0,87,200302,NA,NA,NA,NA,NA,0,0,0,0,317070,13800360,13730486,1,689160,5,741000,0,0,0,0,63040,20930
"송파구",1969,"여",1,1,420,0,0,1,0,0,0,10,35000,36,669190,669190,0,1,3,0,3,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,200807,NA,NA,NA,NA,NA,0,0,0,0,111000,639220,531400,1,230000,5,169503,0,0,0,0,23376,6059
"강동구",1945,"여",4,0,910,0,0,1,1,0,0,10,23000,74,1279540,1294840,0,1,1,0,0,270000,1,300000,200000,0,0,0,0,0,0,0,0,0,4683,4683,0,5865,540,0,0,200502,NA,NA,NA,NA,NA,0,0,0,0,296000,13185080,13045332,0,64000,1,19193,0,0,0,0,22251,679
"강서구",1943,"여",3,0,910,0,0,0,0,0,0,10,20000,85,430750,424290,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,210000,1613020,1521730,0,61400,4,26447,0,0,0,0,30416,2111
"구로구",1943,"남",0,0,910,0,0,0,0,0,0,10,21000,82,96190,97830,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12707,0,12707,27909,0,0,45,NA,7,5964000,2677000,3,20,0,0,0,0,233500,2178150,2158390,0,721900,8,710486,0,0,0,0,12033,12505
"동대문구",1951,"여",0,1,420,0,0,0,1,0,0,10,20000,85,126900,126900,0,0,3,0,3,20200,1,7127,0,0,7127,0,0,0,0,0,0,0,499,416,83,383,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,172000,898160,818160,1,66000,2,50000,0,0,0,0,11723,4451
"강남구",1949,"남",3,2,440,0,0,0,1,0,0,10,90000,3,389000,389000,0,0,3,0,3,200000,2,168000,168000,164950,0,0,0,0,0,0,0,3668,1689,1689,0,2337,840,0,0,NA,NA,NA,NA,NA,NA,0,0,0,361000,216000,3861770,3661770,0,697800,9,659550,0,0,0,0,31703,2777
"관악구",1974,"여",4,0,510,0,0,0,0,0,0,10,27000,60,238570,235170,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,234000,1152860,1152190,2,642300,15,327064,0,0,0,0,15519,7421
"성북구",1956,"남",3,1,420,0,0,1,0,0,0,10,43000,22,1063570,1085000,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25979,5658,20321,12963,0,0,0,201611,1,516000,1585000,55,35,0,0,0,0,220000,4091420,3895210,1,20000,2,0,0,0,0,0,31871,18417
"관악구",1975,"여",4,1,510,0,0,1,0,0,1,10,37000,32,655000,663910,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4904,4904,0,2757,1484,0,0,201703,1,0,0,100,100,1,0,0,53000,238000,2896490,2864620,0,100000,18,67627,0,0,0,0,38584,841
"강서구",1941,"남",3,0,910,0,0,1,0,0,0,10,28000,57,1364720,1311430,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202102,NA,NA,NA,NA,NA,0,0,0,0,346750,2879760,2864620,0,0,0,0,0,0,0,0,31871,1188
"영등포구",1988,"남",0,0,910,0,0,0,0,0,0,10,31000,47,250000,249270,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,543,557,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,299000,5235250,5235250,0,799000,6,710486,0,0,0,0,42344,3990
"금천구",2005,"남",2,0,420,0,0,0,0,0,0,10,27000,60,134250,135380,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7204,2814,4390,7082,0,0,3322,NA,NA,NA,NA,NA,NA,0,0,0,0,145000,3216850,3239120,0,0,0,0,0,0,0,0,0,6059
"송파구",1984,"여",0,4,420,0,0,0,0,0,0,10,31000,47,811600,811600,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,45,49,0,0,0,NA,1,0,273000,100,76,0,0,0,0,334490,3239120,2890710,1,310000,1,126078,0,0,0,0,22257,20321
"서초구",1972,"남",2,0,910,0,0,0,0,0,0,10,23000,74,1276630,1255910,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2142,2142,0,2154,0,0,202,NA,NA,NA,NA,NA,NA,0,0,0,0,271200,6618730,6513100,1,300000,1,227783,0,0,0,0,58165,59878
"동대문구",1973,"남",4,0,910,0,0,0,0,0,0,10,39000,28,478240,480450,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,205000,1855440,1708330,0,132500,5,119624,0,0,0,0,111172,421
"구로구",1969,"여",1,1,910,0,0,1,0,0,0,10,34000,39,605160,600000,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,323,28,264,0,0,0,201404,1,0,0,100,100,0,0,0,0,296000,5235250,5235250,0,0,0,0,0,0,0,0,17767,2417
"관악구",1971,"여",3,0,910,0,0,0,1,0,0,10,27000,60,170000,163010,0,0,3,0,0,37700,1,5382,2900,0,3388,7154,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,211870,1759290,1705340,0,68900,3,26447,0,0,0,0,32468,7774
"노원구",1991,"여",1,5,910,0,0,0,0,0,0,10,28000,57,682400,600000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,765,745,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,261120,5104860,4756690,0,817000,10,498324,0,0,0,0,69961,3500
"강서구",2001,"남",2,0,910,0,0,0,0,0,0,10,17000,94,131880,104140,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,174000,789100,818160,1,299100,3,242892,0,0,0,0,10229,7875
"강북구",1972,"남",2,0,420,0,0,1,0,0,0,10,32000,44,227900,230000,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,1990,0,2213,0,0,0,NA,1,0,129000,100,85,0,0,0,0,184000,1716210,1746870,0,0,0,0,0,0,0,0,5137,7190
"강서구",2009,"남",3,0,910,0,0,0,0,0,0,10,16000,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,502,480,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,215240,982500,978570,0,0,0,0,0,0,0,0,25117,5188
"서초구",2001,"남",3,1,420,0,0,0,0,0,0,10,24000,71,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1934,1432,502,1355,59,0,0,NA,1,591000,0,52,100,0,0,0,0,223470,6181420,6062000,0,240000,8,182156,0,0,0,0,69961,3500
"성북구",1956,"남",2,2,510,0,0,0,0,0,0,10,27000,60,637010,639220,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,208000,4091420,3905060,1,0,0,0,0,0,0,0,31871,4561
"서초구",1977,"여",5,0,510,0,0,1,1,0,0,10,49000,15,840000,849400,0,1,1,3,1,400000,1,100000,90000,0,57015,0,0,0,0,4439,0,0,12443,8457,3986,3411,2183,0,0,201509,1,1713000,0,23,100,0,0,0,0,84690,1599150,1619920,1,299100,1,317268,1,0,4439,0,35993,2211
"관악구",1982,"남",0,4,420,0,0,0,0,0,0,10,40000,26,623330,621710,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,709,749,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,161000,1303000,1221560,0,66000,1,40000,0,0,0,0,11723,746
"성동구",1951,"남",3,0,910,0,0,0,0,0,0,10,31000,47,613450,653720,0,0,3,1,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,1365,1365,0,1064,89,0,0,NA,1,0,0,100,100,0,0,0,0,223000,6513100,6513100,0,45000,2,14203,0,0,0,0,9813,183
